username,item_id
10016@novasbe.pt,198
10016@novasbe.pt,37
10016@novasbe.pt,152
10016@novasbe.pt,22
10017@novasbe.pt,22
10017@novasbe.pt,239
10017@novasbe.pt,230
10017@novasbe.pt,92
10017@novasbe.pt,44
10017@novasbe.pt,157
10017@novasbe.pt,238
10017@novasbe.pt,137
10017@novasbe.pt,68
10018@novasbe.pt,121
10018@novasbe.pt,80
10018@novasbe.pt,203
10018@novasbe.pt,227
10018@novasbe.pt,231
10018@novasbe.pt,153
10018@novasbe.pt,216
10018@novasbe.pt,38
10018@novasbe.pt,32
10018@novasbe.pt,104
10019@novasbe.pt,68
10019@novasbe.pt,228
10019@novasbe.pt,87
10019@novasbe.pt,134
10020@novasbe.pt,230
10020@novasbe.pt,202
10020@novasbe.pt,120
10020@novasbe.pt,146
10020@novasbe.pt,28
10020@novasbe.pt,67
10020@novasbe.pt,62
10020@novasbe.pt,24
10020@novasbe.pt,148
10021@novasbe.pt,64
10021@novasbe.pt,97
10021@novasbe.pt,241
10021@novasbe.pt,45
10021@novasbe.pt,70
10021@novasbe.pt,245
10022@novasbe.pt,152
10022@novasbe.pt,204
10022@novasbe.pt,104
10022@novasbe.pt,148
10022@novasbe.pt,53
10022@novasbe.pt,234
10022@novasbe.pt,80
10022@novasbe.pt,72
10022@novasbe.pt,155
10023@novasbe.pt,149
10023@novasbe.pt,220
10023@novasbe.pt,51
10023@novasbe.pt,143
10023@novasbe.pt,224
10023@novasbe.pt,117
10023@novasbe.pt,210
10023@novasbe.pt,147
10023@novasbe.pt,25
10023@novasbe.pt,171
10024@novasbe.pt,160
10024@novasbe.pt,44
10024@novasbe.pt,110
10024@novasbe.pt,120
10024@novasbe.pt,31
10024@novasbe.pt,218
10025@novasbe.pt,39
10025@novasbe.pt,51
10025@novasbe.pt,150
10025@novasbe.pt,9
10026@novasbe.pt,176
10026@novasbe.pt,123
10026@novasbe.pt,190
10026@novasbe.pt,24
10026@novasbe.pt,212
10027@novasbe.pt,40
10027@novasbe.pt,28
10027@novasbe.pt,66
10027@novasbe.pt,79
10027@novasbe.pt,221
10027@novasbe.pt,24
10028@novasbe.pt,88
10028@novasbe.pt,90
10028@novasbe.pt,8
10028@novasbe.pt,192
10028@novasbe.pt,128
10028@novasbe.pt,120
10028@novasbe.pt,226
10028@novasbe.pt,93
10028@novasbe.pt,17
10028@novasbe.pt,79
10029@novasbe.pt,69
10029@novasbe.pt,183
10029@novasbe.pt,20
10029@novasbe.pt,243
10029@novasbe.pt,177
10029@novasbe.pt,205
10029@novasbe.pt,31
10029@novasbe.pt,198
10030@novasbe.pt,205
10030@novasbe.pt,77
10030@novasbe.pt,142
10030@novasbe.pt,201
10030@novasbe.pt,27
10030@novasbe.pt,173
10031@novasbe.pt,42
10031@novasbe.pt,227
10031@novasbe.pt,178
10031@novasbe.pt,9
10031@novasbe.pt,191
10032@novasbe.pt,241
10032@novasbe.pt,75
10032@novasbe.pt,134
10032@novasbe.pt,129
10032@novasbe.pt,174
10032@novasbe.pt,83
10032@novasbe.pt,191
10032@novasbe.pt,16
10032@novasbe.pt,229
10032@novasbe.pt,145
10033@novasbe.pt,220
10033@novasbe.pt,142
10033@novasbe.pt,186
10033@novasbe.pt,218
10033@novasbe.pt,70
10033@novasbe.pt,215
10033@novasbe.pt,187
10034@novasbe.pt,99
10034@novasbe.pt,149
10034@novasbe.pt,243
10034@novasbe.pt,12
10035@novasbe.pt,61
10035@novasbe.pt,31
10035@novasbe.pt,125
10035@novasbe.pt,159
10035@novasbe.pt,59
10036@novasbe.pt,57
10036@novasbe.pt,200
10036@novasbe.pt,12
10036@novasbe.pt,168
10036@novasbe.pt,174
10036@novasbe.pt,130
10036@novasbe.pt,211
10036@novasbe.pt,153
10036@novasbe.pt,116
10037@novasbe.pt,232
10037@novasbe.pt,219
10037@novasbe.pt,50
10037@novasbe.pt,206
10037@novasbe.pt,73
10038@novasbe.pt,204
10038@novasbe.pt,40
10038@novasbe.pt,236
10038@novasbe.pt,234
10039@novasbe.pt,132
10039@novasbe.pt,36
10039@novasbe.pt,242
10039@novasbe.pt,229
10040@novasbe.pt,53
10040@novasbe.pt,149
10040@novasbe.pt,29
10040@novasbe.pt,91
10040@novasbe.pt,153
10041@novasbe.pt,187
10041@novasbe.pt,199
10041@novasbe.pt,1
10041@novasbe.pt,217
10042@novasbe.pt,242
10042@novasbe.pt,42
10042@novasbe.pt,246
10042@novasbe.pt,57
10042@novasbe.pt,15
10042@novasbe.pt,100
10042@novasbe.pt,74
10042@novasbe.pt,223
10042@novasbe.pt,209
10043@novasbe.pt,21
10043@novasbe.pt,228
10043@novasbe.pt,199
10043@novasbe.pt,132
10043@novasbe.pt,161
10044@novasbe.pt,51
10044@novasbe.pt,165
10044@novasbe.pt,192
10044@novasbe.pt,175
10044@novasbe.pt,241
10044@novasbe.pt,45
10045@novasbe.pt,128
10045@novasbe.pt,46
10045@novasbe.pt,43
10045@novasbe.pt,221
10045@novasbe.pt,145
10045@novasbe.pt,246
10045@novasbe.pt,104
10045@novasbe.pt,226
10045@novasbe.pt,182
10046@novasbe.pt,158
10046@novasbe.pt,186
10046@novasbe.pt,26
10046@novasbe.pt,82
10047@novasbe.pt,188
10047@novasbe.pt,176
10047@novasbe.pt,27
10047@novasbe.pt,4
10047@novasbe.pt,39
10047@novasbe.pt,222
10047@novasbe.pt,148
10047@novasbe.pt,214
10047@novasbe.pt,16
10047@novasbe.pt,212
10048@novasbe.pt,190
10048@novasbe.pt,5
10048@novasbe.pt,162
10048@novasbe.pt,186
10048@novasbe.pt,64
10048@novasbe.pt,211
10048@novasbe.pt,200
10048@novasbe.pt,26
10049@novasbe.pt,219
10049@novasbe.pt,228
10049@novasbe.pt,175
10049@novasbe.pt,150
10049@novasbe.pt,79
10050@novasbe.pt,154
10050@novasbe.pt,135
10050@novasbe.pt,192
10050@novasbe.pt,172
10051@novasbe.pt,7
10051@novasbe.pt,90
10051@novasbe.pt,207
10051@novasbe.pt,232
10051@novasbe.pt,77
10051@novasbe.pt,94
10051@novasbe.pt,146
10051@novasbe.pt,26
10051@novasbe.pt,33
10052@novasbe.pt,76
10052@novasbe.pt,43
10052@novasbe.pt,109
10052@novasbe.pt,16
10052@novasbe.pt,52
10052@novasbe.pt,129
10053@novasbe.pt,122
10053@novasbe.pt,195
10053@novasbe.pt,84
10053@novasbe.pt,41
10053@novasbe.pt,239
10053@novasbe.pt,97
10053@novasbe.pt,203
10054@novasbe.pt,93
10054@novasbe.pt,27
10054@novasbe.pt,86
10054@novasbe.pt,104
10054@novasbe.pt,197
10055@novasbe.pt,115
10055@novasbe.pt,54
10055@novasbe.pt,6
10055@novasbe.pt,140
10055@novasbe.pt,154
10055@novasbe.pt,95
10055@novasbe.pt,226
10055@novasbe.pt,193
10055@novasbe.pt,83
10056@novasbe.pt,116
10056@novasbe.pt,35
10056@novasbe.pt,30
10056@novasbe.pt,135
10056@novasbe.pt,150
10056@novasbe.pt,38
10056@novasbe.pt,24
10057@novasbe.pt,30
10057@novasbe.pt,102
10057@novasbe.pt,218
10057@novasbe.pt,21
10057@novasbe.pt,201
10057@novasbe.pt,43
10057@novasbe.pt,240
10057@novasbe.pt,51
10058@novasbe.pt,83
10058@novasbe.pt,27
10058@novasbe.pt,32
10058@novasbe.pt,106
10058@novasbe.pt,174
10058@novasbe.pt,122
10058@novasbe.pt,42
10059@novasbe.pt,39
10059@novasbe.pt,8
10059@novasbe.pt,59
10059@novasbe.pt,93
10059@novasbe.pt,22
10059@novasbe.pt,45
10059@novasbe.pt,37
10059@novasbe.pt,83
10060@novasbe.pt,97
10060@novasbe.pt,89
10060@novasbe.pt,17
10060@novasbe.pt,151
10060@novasbe.pt,123
10061@novasbe.pt,150
10061@novasbe.pt,53
10061@novasbe.pt,107
10061@novasbe.pt,158
10061@novasbe.pt,167
10061@novasbe.pt,64
10061@novasbe.pt,173
10062@novasbe.pt,38
10062@novasbe.pt,221
10062@novasbe.pt,116
10062@novasbe.pt,63
10063@novasbe.pt,34
10063@novasbe.pt,30
10063@novasbe.pt,224
10063@novasbe.pt,160
10063@novasbe.pt,242
10063@novasbe.pt,13
10063@novasbe.pt,99
10063@novasbe.pt,225
10064@novasbe.pt,217
10064@novasbe.pt,105
10064@novasbe.pt,243
10064@novasbe.pt,131
10064@novasbe.pt,24
10064@novasbe.pt,92
10064@novasbe.pt,13
10064@novasbe.pt,102
10064@novasbe.pt,40
10065@novasbe.pt,156
10065@novasbe.pt,225
10065@novasbe.pt,152
10065@novasbe.pt,158
10065@novasbe.pt,28
10066@novasbe.pt,228
10066@novasbe.pt,25
10066@novasbe.pt,26
10066@novasbe.pt,13
10066@novasbe.pt,97
10066@novasbe.pt,74
10066@novasbe.pt,174
10066@novasbe.pt,139
10066@novasbe.pt,69
10067@novasbe.pt,199
10067@novasbe.pt,80
10067@novasbe.pt,126
10067@novasbe.pt,28
10067@novasbe.pt,187
10068@novasbe.pt,68
10068@novasbe.pt,171
10068@novasbe.pt,111
10068@novasbe.pt,43
10068@novasbe.pt,181
10068@novasbe.pt,204
10069@novasbe.pt,140
10069@novasbe.pt,164
10069@novasbe.pt,215
10069@novasbe.pt,100
10069@novasbe.pt,135
10070@novasbe.pt,132
10070@novasbe.pt,46
10070@novasbe.pt,21
10070@novasbe.pt,44
10071@novasbe.pt,219
10071@novasbe.pt,45
10071@novasbe.pt,72
10071@novasbe.pt,188
10071@novasbe.pt,89
10071@novasbe.pt,34
10071@novasbe.pt,165
10071@novasbe.pt,121
10071@novasbe.pt,9
10072@novasbe.pt,130
10072@novasbe.pt,29
10072@novasbe.pt,112
10072@novasbe.pt,198
10072@novasbe.pt,68
10072@novasbe.pt,14
10072@novasbe.pt,204
10073@novasbe.pt,153
10073@novasbe.pt,41
10073@novasbe.pt,186
10073@novasbe.pt,206
10073@novasbe.pt,210
10074@novasbe.pt,230
10074@novasbe.pt,75
10074@novasbe.pt,162
10074@novasbe.pt,145
10074@novasbe.pt,124
10074@novasbe.pt,26
10074@novasbe.pt,45
10074@novasbe.pt,133
10074@novasbe.pt,84
10074@novasbe.pt,239
10075@novasbe.pt,138
10075@novasbe.pt,151
10075@novasbe.pt,245
10075@novasbe.pt,137
10075@novasbe.pt,154
10075@novasbe.pt,127
10075@novasbe.pt,22
10076@novasbe.pt,32
10076@novasbe.pt,101
10076@novasbe.pt,179
10076@novasbe.pt,163
10076@novasbe.pt,133
10076@novasbe.pt,83
10076@novasbe.pt,90
10076@novasbe.pt,188
10077@novasbe.pt,79
10077@novasbe.pt,219
10077@novasbe.pt,3
10077@novasbe.pt,175
10077@novasbe.pt,234
10078@novasbe.pt,21
10078@novasbe.pt,123
10078@novasbe.pt,42
10078@novasbe.pt,30
10078@novasbe.pt,230
10079@novasbe.pt,70
10079@novasbe.pt,98
10079@novasbe.pt,95
10079@novasbe.pt,150
10079@novasbe.pt,27
10079@novasbe.pt,91
10079@novasbe.pt,75
10079@novasbe.pt,48
10079@novasbe.pt,157
10080@novasbe.pt,209
10080@novasbe.pt,237
10080@novasbe.pt,116
10080@novasbe.pt,228
10080@novasbe.pt,110
10080@novasbe.pt,133
10080@novasbe.pt,148
10080@novasbe.pt,113
10081@novasbe.pt,122
10081@novasbe.pt,174
10081@novasbe.pt,188
10081@novasbe.pt,11
10081@novasbe.pt,82
10081@novasbe.pt,24
10081@novasbe.pt,13
10081@novasbe.pt,189
10081@novasbe.pt,68
10081@novasbe.pt,15
10082@novasbe.pt,84
10082@novasbe.pt,93
10082@novasbe.pt,10
10082@novasbe.pt,42
10082@novasbe.pt,16
10083@novasbe.pt,11
10083@novasbe.pt,235
10083@novasbe.pt,116
10083@novasbe.pt,159
10083@novasbe.pt,232
10083@novasbe.pt,74
10084@novasbe.pt,233
10084@novasbe.pt,33
10084@novasbe.pt,240
10084@novasbe.pt,114
10084@novasbe.pt,51
10084@novasbe.pt,129
10084@novasbe.pt,180
10085@novasbe.pt,39
10085@novasbe.pt,29
10085@novasbe.pt,203
10085@novasbe.pt,7
10085@novasbe.pt,153
10085@novasbe.pt,131
10085@novasbe.pt,67
10085@novasbe.pt,139
10085@novasbe.pt,4
10086@novasbe.pt,237
10086@novasbe.pt,166
10086@novasbe.pt,157
10086@novasbe.pt,230
10087@novasbe.pt,214
10087@novasbe.pt,137
10087@novasbe.pt,24
10087@novasbe.pt,141
10087@novasbe.pt,33
10088@novasbe.pt,213
10088@novasbe.pt,62
10088@novasbe.pt,101
10088@novasbe.pt,40
10088@novasbe.pt,127
10088@novasbe.pt,129
10088@novasbe.pt,46
10088@novasbe.pt,204
10088@novasbe.pt,56
10089@novasbe.pt,22
10089@novasbe.pt,147
10089@novasbe.pt,156
10089@novasbe.pt,89
10090@novasbe.pt,162
10090@novasbe.pt,90
10090@novasbe.pt,58
10090@novasbe.pt,86
10090@novasbe.pt,243
10091@novasbe.pt,232
10091@novasbe.pt,143
10091@novasbe.pt,246
10091@novasbe.pt,158
10091@novasbe.pt,94
10091@novasbe.pt,139
10091@novasbe.pt,164
10091@novasbe.pt,56
10091@novasbe.pt,231
10092@novasbe.pt,139
10092@novasbe.pt,35
10092@novasbe.pt,205
10092@novasbe.pt,115
10092@novasbe.pt,149
10092@novasbe.pt,186
10092@novasbe.pt,86
10092@novasbe.pt,145
10093@novasbe.pt,226
10093@novasbe.pt,11
10093@novasbe.pt,73
10093@novasbe.pt,227
10093@novasbe.pt,90
10093@novasbe.pt,181
10093@novasbe.pt,173
10093@novasbe.pt,111
10093@novasbe.pt,29
10093@novasbe.pt,9
10094@novasbe.pt,114
10094@novasbe.pt,98
10094@novasbe.pt,145
10094@novasbe.pt,196
10094@novasbe.pt,74
10094@novasbe.pt,107
10094@novasbe.pt,47
10094@novasbe.pt,121
10094@novasbe.pt,20
10095@novasbe.pt,226
10095@novasbe.pt,233
10095@novasbe.pt,51
10095@novasbe.pt,206
10096@novasbe.pt,128
10096@novasbe.pt,170
10096@novasbe.pt,212
10096@novasbe.pt,87
10096@novasbe.pt,75
10096@novasbe.pt,145
10096@novasbe.pt,117
10096@novasbe.pt,82
10096@novasbe.pt,166
10097@novasbe.pt,226
10097@novasbe.pt,149
10097@novasbe.pt,124
10097@novasbe.pt,20
10097@novasbe.pt,52
10097@novasbe.pt,136
10098@novasbe.pt,82
10098@novasbe.pt,226
10098@novasbe.pt,163
10098@novasbe.pt,16
10098@novasbe.pt,235
10098@novasbe.pt,123
10099@novasbe.pt,53
10099@novasbe.pt,214
10099@novasbe.pt,38
10099@novasbe.pt,173
10099@novasbe.pt,220
10099@novasbe.pt,23
